1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	2
12	2
13	2
14	2
15	2
16	2
17	3
18	4
19	5
20	2
21	4
22	3
23	2
24	2
25	2
26	6
27	7
28	7
29	8
30	9
31	2
32	10
33	2
34	11
35	11
36	11
37	11
38	12
39	11
40	11
41	13
42	14
43	15
44	15
45	16
46	15
47	17
48	15
49	15
50	17
51	15
52	18
53	18
54	18
55	2
56	19
57	20
58	7
59	21
60	21
61	18
62	22
63	1
64	23
65	23
66	23
67	23
68	23
69	23
70	23
71	23
72	23
73	23
74	23
75	23
76	23
77	23
78	23
79	23
80	23
81	23
82	23
83	23
84	23
85	23
86	23
87	23
88	23
89	23
90	23
91	23
92	23
93	23
94	23
95	24
96	24
97	25
98	25
99	24
100	24
101	25
102	24
103	25
104	24
105	24
106	25
107	24
108	24
109	24
110	24
111	24
112	24
113	24
114	24
115	24
116	24
117	24
118	24
119	24
120	24
121	24
122	24
123	24
124	24
125	24
126	24
127	24
128	24
129	25
130	25
131	25
132	25
133	24
134	26
135	24
136	25
137	25
138	25
139	24
140	26
141	26
142	24
143	26
144	26
145	24
146	3
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	27
169	28
170	28
171	28
172	29
173	30
174	31
175	32
176	33
177	34
178	28
179	28
180	35
181	36
182	36
183	36
184	37
185	36
186	38
187	39
188	40
189	40
190	41
191	35
192	42
193	43
194	35
195	35
196	38
197	40
198	44
199	45
200	15
201	46
202	47
203	48
204	48
205	48
206	49
207	47
208	47
209	49
210	50
211	49
212	49
213	49
214	49
215	49
216	49
217	51
218	51
219	51
220	52
221	53
222	54
223	32
224	32
225	32
226	32
227	32
228	55
229	32
230	32
231	32
232	32
233	32
234	32
235	32
236	32
237	32
238	32
239	32
240	32
241	32
242	32
243	32
244	32
245	32
246	32
247	32
248	32
249	32
250	56
251	57
252	58
253	59
254	60
255	60
256	60
257	60
258	47
259	61
260	62
261	62
262	62
263	62
264	62
265	62
266	62
267	62
268	62
269	62
270	62
271	62
272	62
273	62
274	62
275	62
276	63
277	64
278	65
279	65
280	65
281	65
282	65
283	65
284	65
285	65
286	65
287	65
288	65
289	65
290	66
291	32
292	32
293	67
294	67
295	67
296	67
297	67
298	67
299	67
300	67
301	67
302	67
303	67
304	67
305	67
306	67
307	67
308	67
309	67
310	67
311	67
312	67
313	67
314	67
315	67
316	67
317	67
318	67
319	67
320	67
321	67
322	67
323	67
324	67
325	67
326	67
327	67
328	67
329	67
330	67
331	67
332	67
333	67
334	67
335	67
336	67
337	65
338	65
339	65
340	68
341	68
342	68
343	68
344	3
345	3
346	3
347	3
348	3
349	3
350	3
351	3
352	3
353	3
354	3
355	3
356	3
357	69
358	32
359	32
360	32
361	32
362	32
363	32
364	32
365	32
366	32
367	32
368	32
369	32
370	32
371	32
372	32
373	32
374	32
375	32
376	70
377	71
378	72
379	73
380	74
381	75
382	76
383	77
384	47
385	78
386	78
387	78
388	78
389	78
390	79
391	80
392	67
393	67
394	67
395	67
396	67
397	67
398	67
399	67
400	67
401	67
402	67
403	67
404	67
405	67
406	67
407	67
408	67
409	67
410	67
411	67
412	67
413	67
414	67
415	67
416	67
417	67
418	67
419	67
420	67
421	81
422	81
423	81
424	81
425	47
426	47
427	47
428	80
429	80
430	82
431	82
432	83
433	83
434	83
435	47
436	67
437	67
438	67
439	67
440	67
441	81
442	81
443	81
444	49
445	84
446	47
447	85
448	86
449	86
450	86
451	86
452	86
453	86
454	86
455	86
456	86
457	86
458	87
459	87
460	87
461	87
462	88
463	87
464	87
465	87
466	89
467	89
468	87
469	90
470	91
471	92
472	93
473	93
474	93
475	93
476	93
477	93
478	94
479	95
480	49
481	83
482	83
483	83
484	83
485	83
486	83
487	83
488	96
489	81
490	81
491	81
492	97
493	97
494	47
495	47
496	47
497	98
498	98
499	99
500	99
